Year,exporter_key,exporter_name,exporterLAT,exporterLONG,fullDescription,un,hazWasteDesc,packingGroup,totalQuantityinShipment,units_final,latitude,longitude,ReceivingFacilityEPAIDNumber,importer_name
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FLUORESCENT BULBS, MERCURY)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,589.216008,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FLUORESCENT BULBS, MERCURY)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,207.745136,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FLUORESCENT BULBS, MERCURY)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,44.905608,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE NOT REGULATED BY TDG (UV CURABLE COATING),UY2307,Not available,,142.427888,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE OCTANES,UN1262,Octanes,II,44.905608,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (ISOPROPYL ALCOHOL)",UN1325,"Flammable solids, organic, n.o.s.",II,3791.121936,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (ISOPROPYL ALCOHOL)",UN1325,"Flammable solids, organic, n.o.s.",II,2311.504832,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE LITHIUM BATTERY,UN3090,Lithium battery,II,44.452016,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE AEROSOLS,UN1950,"Aerosols, corrosive, Packing Group II or III, (each not exceeding 1 L capacity)",,27.21552,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE AEROSOLS,UN1950,"Aerosols, corrosive, Packing Group II or III, (each not exceeding 1 L capacity)",,4892.896904,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE SODIUM BOROHYDRIDE, DANGEROUS",UN14??,"Oxidizing solid, n.o.s.",I,43.09124,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE OXIDIZING LIQUID, CORROSIVE, NOS (ACETIC ACID, PEROXYDED HYDROGENE)",UN3098,"Oxidizing liquid, corrosive, n.o.s.",II,114.305184,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE WOLIDS, NOS (MALEIC ACID)",UN1788,"Hydrobromic acid, with more than 49 percent hydrobromic acid",II,26.761928,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE SULFURIC ACID,UN1930,Not available,II,3826.04852,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE LIQUID, ACIDIC, ORGANIC, NOS (ACETIC ACID)",UN3265,"Corrosive liquid, acidic, organic, n.o.s.",II,242.218128,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE LIQUID, ACIDIC, ORGANIC, NOS (ACETIC ACID)",UN3265,"Corrosive liquid, acidic, organic, n.o.s.",II,269.88724,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE SOLIDS, TOXIC, NOS (HYDROFLUORIC ACID)",UN2923,"Corrosive solids, toxic, n.o.s.",II,2699.325992,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (RAGS CONTAMINATED WITH ISOPROPANOL)",UN1325,"Flammable solids, organic, n.o.s.",II,4127.233608,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (ISOPROPYL ALCOHOL)",UN1325,"Flammable solids, organic, n.o.s.",II,3968.476408,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FLUORESCENT LAMPS WITH MERCURY)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,857.28888,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FLUORESCENT LAMPS WITH MERCURY)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,89.811216,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FLUORESCENT LAMPS WITH MERCURY)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,110.222856,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,NON RCRA HAZARDOUS WASTE LIQUIDS (PHENOL SOLUTION),RY2307,Not available,,139.706336,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE NON HAZARDOUS, NON DOT REGULATED MATERIAL (ACTIVATED GLASS)",AY2307,Not available,,217.270568,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE NON HAZARDOUS, NON DOT REGULATED MATERIAL (ACTIVATED GLASS)",AY2307,Not available,,107.954896,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE NON HAZARDOUS, NON DOT REGULATED MATERIAL (ACTIVATED GLASS)",AY2307,Not available,,73.028312,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE MERCAPTAN MIXTURES, LIQUID, FLAMMABLE, TOXIC, NOS (2-MERCAPTOETHANOL)",UN1226,Not available,II,3.175144,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE MERCAPTAN MIXTURES, LIQUID, FLAMMABLE, TOXIC, NOS (2-MERCAPTOETHANOL)",UN1226,Not available,II,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE TRINITROPHENOL, WETTED",UN1344,"Trinitrophenol, wetted or Picric acid, wetted with not less than 30 percent water, by mass",I,53.977448,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE FLAMMABLE SOLIDS, CORROSIVE, ORGANIC, NOS (LITHIUMBIS(TRIMETHYLSILYLAMIDE)",UN2925,"Flammable solids, corrosive, organic, n.o.s.",II,3.175144,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE FLAMMABLE SOLIDS, CORROSIVE, ORGANIC, NOS (LITHIUMBIS(TRIMETHYLSILYLAMIDE)",UN2925,"Flammable solids, corrosive, organic, n.o.s.",II,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE PYROPHORIC ORGANOMETALLIC COMPOUND, NOS (DIETHYLZINC)",UN3203,Not available,I,4.989512,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE PYROPHORIC ORGANOMETALLIC COMPOUND, NOS (BUTYLLITHIUM)",UN3203,Not available,I,26.761928,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE PYROPHORIC SOLID, INORGANIC, NOS (SODIUM METHOXIDE)",UN3200,"Pyrophoric solid, inorganic, n.o.s.",I,14.061352,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE PYROPHORIC SOLID, INORGANIC, NOS (POTASSIUM T-BUTOXIDE)",UN3200,"Pyrophoric solid, inorganic, n.o.s.",I,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE SODIUM DITHIONITE,UN1384,Sodium dithionite or Sodium hydrosulfite,II,4.989512,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE SODIUM SULFIDE, ANHYDROUS OR SODIUM SULFIDE WITH LESS THAN 30 PERCENT WATER OF CRYSTALLIZATION",UN1395,Aluminum ferrosilicon powder,II,1.814368,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CARBON, ACTIVATED",UN1362,"Carbon, activated",III,41.730464,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE ORGANOMETALLIC COMPOUND SOLUTION, WATER-REACTIVE, FLAMMABLE, NOS (METHYL MAGNESIUM BROMIDE)",UN3207,Not available,I,39.008912,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE WATER-REACTIVE SOLID, NOS (CALCIUM HYDRIDE, SODIUM HYDRIDE)",UN2813,"Water-reactive solid, n.o.s.",II,1.814368,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE WATER-REACTIVE SOLID, NOS (CALCIUM HYDRIDE, SODIUM HYDRIDE)",UN2813,"Water-reactive solid, n.o.s.",III,7.257472,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE OXIDIZING LIQUID, TOXIC, NOS (BARIUM PEROXIDE)",UN3099,"Oxidizing liquid, toxic, n.o.s.",I,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE OXIDIZING SOLID, NOS (CHROMIUM TRIOXIDE)",UN1479,"Oxidizing solid, n.o.s.",II,3.175144,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE OXIDIZING SOLID, NOS (SPECTRUS OX1263 SODIUM NITRATE)",UN1379,"Paper, unsaturated oil treated incompletely dried (including carbon paper)",II,59.874144,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE OXIDIZING SOLID, NOS (SPECTRUS OX1263 SODIUM NITRATE)",UN1479,"Oxidizing solid, n.o.s.",II,75.749864,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE OXIDIZING LIQUID, NOS (ZINC NITATE SOLUTION)",UN3139,"Oxidizing liquid, n.o.s.",II,44.905608,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE AMMONIUM NITRATE,UN1942,"Ammonium nitrate, with not more than 0.2% total combustible material, including any organic substance, calculated as carbon to the exclusion of any other added substance",III,9.07184,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE ORGANIC PEROXIDE TYPE C, LIQUID (BUTYL HYDROPEROXIDE)",UN3103,"Organic peroxide type C, liquid",II,1.814368,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE ORGANIC PEROXIDE TYPE E, LIQUID (BENZOYL PEROXIDE)",UN3107,"Organic peroxide type E, liquid",II,6.80388,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE METHYL IODIDE,UN2644,Methyl iodide,I,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE TOXIC SOLID, INORGANIC, NOS (SODIUM AZIDE)",UN3298,Ethylene oxide and pentafluoroethane mixture with not more than 7.9 percent ethylene oxide,II,4.989512,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CYANIDE SOLUTIONS, NOS (SODIUM CYANIDE SOLUTION)",UN1936,Not available,II,14.968536,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE SOLIDS, NOS (SODIUM SULFIDE)",UN1758,Chromium oxychloride,II,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE LIGHTERS,UN1057,Lighter refills containing flammable gas not exceeding 4 fluid ounces (7.22 cubic inches) and 65 grams of flammable gas,,68.945984,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE CARBON DIOZIDE,UN1013,Carbon dioxide,,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE ETHYLENE OXIDE OR ETHYLENE OXIDE WITH NITROGEN UP TO A TOTAL PRESSURE OF 1MPA (10 BAR) AT 50 DEGREES C,UN1040,Ethylene oxide or Ethylene oxide with nitrogen up to a total pressure of 1MPa (10 bar) at 50 degrees C,,5.896696,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE FLAMMABLE LIQUIDS, CORROSIVE, NOS (SODIUM BIS(TRIMETHYLSILYL)AMIDE)",UN2924,"Flammable liquids, corrosive, n.o.s.",II,14.061352,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE FLAMMABLE LIQUIDS, CORROSIVE, NOS (ACETYL CHLORIDE)",UN2924,"Flammable liquids, corrosive, n.o.s.",I,23.586784,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE WATER-REACTIVE SOLID, NOS (ZINC POWDER)",UN2913,"Radioactive material, surface contaminated objects (SCO-I or SCO-II) non fissile or fissile-excepted",II,9.979024,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE CALCIUM HYDRIDE,UN1404,Calcium hydride,I,46.719976,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE WATER-REACTIVE SOLID, NOS (CALCIUM CARBIDE)",UN2813,"Water-reactive solid, n.o.s.",II,4.989512,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE OXIDIZING LIQUID, NOS (SODIUM NITRATE SOLUTION)",UN3139,"Oxidizing liquid, n.o.s.",II,3.175144,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE TOXIC SOLID, INORGANIC, NOS (FERROUS SULFIDE, ZINC SULFIDE)",UN3288,"Toxic solid, inorganic, n.o.s.",II,5.896696,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE ACROLEIN, STABILIZED (INHALATION HAZARD ZONE A)",UN1092,"Acrolein, stabilized",I,3.175144,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE SODIUM AZIDE,UN1687,Sodium azide,II,21.318824,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE TOXIC LIQUIDS, ORGANIC, NOS (PHENOL SODIUM)",UN2810,"Toxic, liquids, organic, n.o.s.",II,4.989512,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE HYDRAZINE, ANHYDROUS",UN2029,"Hydrazine, anhydrous",I,5.896696,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE BORON TRIBROMIDE (INHALATION HAZARD ZONE B),UN2692,Boron tribromide,I,3.175144,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE HYDRAZINE, ANHYDROUS",UN2029,"Hydrazine, anhydrous",I,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE SULFURYL CHLORIDE (INHALATION HAZARD ZONE A),UN1934,Not available,I,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE SOLIDS, NOS (PHOSPHOROUS PENTOXIDE)",UN1759,"Corrosive solids, n.o.s.",II,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE LIQUIDS, NOS (ALUMMINUM CHLORIDE, TITANOUS CHLORIDE)",UN1760,"Corrosive liquids, n.o.s.",II,17.236496,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE SOLIDS, NOS (PHOSPHOROUS PENTOXIDE)",UN1759,"Corrosive solids, n.o.s.",II,4.989512,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC, NOS (BORON BROMIDE)",UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",II,10.886208,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE SODIUM SULFIDE, HYDRATED",UN1849,"Sodium sulfide, hydrated with not less than 30 percent water",II,3.175144,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE AMMONIUM SULFIDE SOLUTION,UN2693,"Bisulfites, aqueous solutions, n.o.s.",II,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE LIQUIDS, FLAMMABLE, NOS (TETRAKIS(DIMETHYLAMINO)ETHYLENE)",UN2920,"Corrosive liquids, flammable, n.o.s.",II,3.175144,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE LIQUIDS, NOS (PHOSPHORUS PENTOXIDE)",UN1760,"Corrosive liquids, n.o.s.",II,4.082328,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE LIQUIDS, TOXIC, NOS (PHENYLMETHYLSULFONYLFLUORIDE)",UN2922,"Corrosive liquids, toxic, n.o.s.",II,3.175144,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE AEROSOLS (EACH NOT EXCEEDING 1 L CAPACITY),UN1950,"Aerosols, corrosive, Packing Group II or III, (each not exceeding 1 L capacity)",,34.926584,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,WASTE CHROMIC ACID SOLUTION,UN1755,Chromic acid solution,II,438.169872,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,"WASTE CORROSIVE LIQUIDS, NOS (SULFURIC ACID)",UN1760,"Corrosive liquids, n.o.s.",II,199.58048,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E45A4372,CLEAN HARBORS INC,45.59885,-75.24372,N/R WASTE NOT REGULATED BY TDG (WATER IRON SULPHIDE), Y2307,Not available,,1541.305616,kg,33.2065288,-92.6290289,ARD069748192,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",III,9463.525,l,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21741.57174,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21583.72173,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21452.63364,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21451.72646,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21452.63364,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",III,1178.885608,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21449.0049,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21449.0049,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21648.58538,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21648.58538,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21648.58538,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21648.58538,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",III,1133.98,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",III,1133.98,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
2011,E49A4033,CLEAN HARBORS INC,49.1382395,-123.0064033,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",UN1993,"Flammable liquids, n.o.s.",II,21535.64098,kg,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC
