SourceID,RCRAName,FacLat,FacLong,FacPercentMinority,FacPopulationDensity,RCRACurrSNC,RCRACurrComplStatus,RCRAQtrsInSNC,RCRAQtrsInNC,RCRAPenalties
CAD980585327,APPROPRIATE TECHNOLOGIES I,33.78366,-118.22428,89.859,8333.76,No,No Violation,0,0,0
CAD980585509,CANEPA TRUCKING,33.96379,-118.11281,89.213,7715.93,No,No Violation,0,0,0
CAD980585558,"PAYTON,WENDELL TRUCKING",33.99156,-118.26397,97.592,16327.07,No,No Violation,0,0,0
CAD980585566,WB EXPRESS INC,33.955,-118.16381,93.01,11599.33,No,No Violation,0,0,0
CAD980585616,PAYTON & SON TRUCKING,33.99568,-118.282,97.291,16960.97,No,No Violation,0,0,0
CAD980585723,TOSCO BULK PLANT NO 0596,34.05881,-117.73707,84.827,6817.16,No,No Violation,0,0,0
CAD980585731,PAYTON BROTHERS TRUCK SERVICE,33.99568,-118.282,97.291,16960.97,No,No Violation,0,0,0
CAD980585897,"LEE,CLIFTON D",34.102897,-117.931811,85.592,6690.66,No,No Violation,0,0,0
CAD980637789,AIRFOIL MGMT CO,33.90719,-118.3266,88.968,11402.9,No,No Violation,0,0,0
CAD980637862,DURABOND PRODUCTS CO.,33.89429,-118.02419,77.258,6682.75,No,No Violation,0,0,0
CAD980637912,"SIMPSON, HAROLD E.",34.11134,-118.00307,84.792,7331.22,No,No Violation,0,0,0
CAD980638076,SOUTHWEST MARINE SAN PEDRO,33.733822,-118.269052,64.046,5713.37,No,No Violation,0,0,0
CAD980638191,CLARKE CONTRACTING CORP,33.885655,-118.218274,96.823,9694.88,No,No Violation,0,0,0
CAD980638209,EAGLE DISPOSAL SYSTEMS INC,34.19193,-118.30234,38.507,4640.18,No,No Violation,0,0,0
CAD980638274,BROWNING GROUP P D I,33.86749,-118.10199,75.43,9375.98,No,No Violation,0,0,0
CAD980638308,"PATTON,GARY TRUCKING",34.11254,-117.8605,61.969,5807.48,No,No Violation,0,0,0
CAD980638316,BATES RANDY TRUCKING,34.15209,-118.00214,66.288,3488.06,No,No Violation,0,0,0
CAD980638324,LOS ANGELES COUNTY FLOOD CONTROL DIST,34.25498,-118.392975,88.866,5985.34,No,No Violation,0,0,0
CAD980638381,CIRCLE R OIL CO,34.02929,-117.85088,82.982,3124.33,No,No Violation,0,0,0
CAD980638464,TYER MARK TRUCKING,33.89799,-117.99291,69.79,6449.39,No,No Violation,0,0,0
CAD980638514,CA STATE UNIV DOMINGUEZ HILLS,33.86724,-118.25752,94.318,5498.44,No,No Violation,0,0,0
CAD980638563,ATLANTIC RICHFIELD CO STA 1090,33.95187,-118.02885,76.35,6077.75,No,No Violation,0,0,0
CAD980665699,PACIFIC BELL,33.95029,-118.2177,98.146,16163.66,No,No Violation,0,0,0
CAD980665822,"TWOMBLEY,HARRY TRUCKING",33.91458,-118.00052,69.956,6796.88,No,No Violation,0,0,0
CAD980665863,"SANTRAN,INC.",33.78587,-118.24031,91.742,6459.33,No,No Violation,0,0,0
CAD980665889,CROWELL & LYONS EQUIPMENT INC,34.136935,-118.147435,66.509,7451.77,No,No Violation,0,0,0
CAD980665913,G-J & SONS TRUCKING,34.1022,-118.05104,84.718,8388.17,No,No Violation,0,0,0
CAD980665947,NORTH AMERICAN ENVIRONMENTAL INC,33.77153,-118.26702,83.219,5711.87,No,No Violation,0,0,0
CAD980665962,ENERGY PRODUCTIONS & SALES CO,34.029522,-118.073921,93.206,6379.3,No,No Violation,0,0,0
CAD980673180,LAPD SCIENTIFIC INVESTIATION DIVISION - C. ERWIN PIPER TECHNICAL CENTER,34.05434,-118.2313,92.05,13862.36,No,No Violation,0,0,0
CAD980673206,PACIFIC BELL,34.47607,-117.97436,,,No,No Violation,0,0,0
CAD980673404,SHELL OIL SERV STATION LONG BEACH,33.87692,-118.16001,84.863,11394.4,No,No Violation,0,0,0
CAD980673461,SHELL SERVICE STATION,33.88756,-118.10616,80.973,9841.16,No,No Violation,0,0,0
CAD980673743,CALIFORNIA DEPT OF JUSTICE,34.053555,-118.245629,90.438,15959.93,No,No Violation,0,0,0
CAD980674121,SHELL SERVICE STATION,33.874085,-118.186179,90.007,10076.25,No,No Violation,0,0,0
CAD980674360,MCKAY DJ INC,34.01736,-118.36127,81.005,11324.08,No,No Violation,0,0,0
CAD980674519,DOUGLAS AIRCRAFT CO,33.91629,-118.382,70.996,8567.97,No,No Violation,0,0,0
CAD980674592,KINCHELOE INC,33.87249,-118.38593,45.928,9483.36,No,No Violation,0,0,0
CAD980674600,MATERIAL EXCHANGE CORP,34.324461,-118.483326,78.888,2302.68,No,No Violation,0,0,0
CAD980674634,ZIMMERMAN CHARLES EDWARD,34.4229,-118.47323,52.302,2928.65,No,No Violation,0,0,0
CAD980674931,PHARMACIA OPHALMICS INC,34.14919,-118.09609,59.064,6210.25,No,No Violation,0,0,0
CAD980674972,LOPEZ PAUL LIQUID DISPOSAL SERV,33.88982,-118.08943,82.514,8828.12,No,No Violation,0,0,0
CAD980675052,PHARMACIA OPTHALMICS INC,34.15011,-118.08,59.351,5244.16,No,No Violation,0,0,0
CAD980675110,G-T EQUIPMENT,34.13641,-118.26646,48.638,8323.97,No,No Violation,0,0,0
CAD980675201,HAMPTON VIRGIL L TRUCKING,34.17081,-118.15603,62.303,5585.5,No,No Violation,0,0,0
CAD980675631,LANKFORD CHARLES H TRUCKING,33.92758,-118.04031,77.949,6666.19,No,No Violation,0,0,0
CAD980675789,GROW CHEMICAL COATINGS,33.896831,-118.20395,,,No,No Violation,0,0,0
CAD980675847,LOS ANGELES COUNTY HALL OF JUSTICE,34.05541,-118.24321,90.616,15451.04,No,No Violation,0,0,0
CAD980676597,ACORN ENGINEERING CO.,34.02564,-117.96841,91.436,5982.72,No,No Violation,0,0,0
CAD980694574,VA LONG BEACH HEALTHCARE SYSTEM,33.7753,-118.119978,46.018,7976.22,No,No Violation,0,0,0
CAD980694624,PACIFIC BELL,34.35173,-118.292238,,,No,No Violation,0,0,0
CAD980694681,SPECTRUM CHEMICAL CO,33.83278,-118.18817,82.89,7461,No,No Violation,0,0,0
CAD980694921,TIDELANDS OIL PRODUCTION WEST,33.772897,-118.241019,91.429,5209.85,No,No Violation,0,0,0
CAD980695290,OIL DYNAMICS INC,33.78617,-118.21548,87.069,8827.61,No,No Violation,0,0,0
CAD980695399,MURIN RAY TRUCKING,34.08559,-117.97568,92.282,7582.81,No,No Violation,0,0,0
CAD980695456,RONS TRUCKING,33.86866,-118.32485,76.649,8922.95,No,No Violation,0,0,0
CAD980695647,BOB HOPE AIRPORT (MAINTENANCE DEPT),34.21415,-118.36176,71.945,6420.68,No,No Violation,0,0,0
CAD980695951,SHELL SERVICE STATION,34.09809,-118.3132,63.772,13962.6,No,No Violation,0,0,0
CAD980735120,CARTER PRECISION PARTS INC,33.98257,-118.12688,92.465,8586.54,No,No Violation,0,0,0
CAD980735138,BAKER CONSULTANTS INC,34.00403,-118.17075,97.713,10649.32,No,No Violation,0,0,0
CAD980735146,ROZUK GEORGE OIL CO,34.051855,-118.043788,94.945,6899.25,No,No Violation,0,0,0
CAD980735286,LARRY GREENLEE TRUCKING,34.09881,-117.9078,79.507,6882.11,No,No Violation,0,0,0
CAD980735302,VESTAR PICO RIVERA,33.98359,-118.09784,90.28,7513.16,No,No Violation,0,0,0
CAD980735310,CALIFORNIA CHEM DSPL,33.91984,-118.09288,85.795,8612.77,No,No Violation,0,0,0
CAD980735344,RELEFORD TRUCKING,33.97302,-118.2919,99.059,16397.91,No,No Violation,0,0,0
CAD980735385,LIDYOFF MAURICE M,33.973,-118.02602,78.614,4984.41,No,No Violation,0,0,0
CAD980735401,CHAMBERS D J TRUCKING,34.13037,-117.71709,47.791,2579.58,No,No Violation,0,0,0
CAD980735484,REYNOLDS BILL TRUCKING,33.89726,-118.10744,83.413,10274.28,No,No Violation,0,0,0
CAD980735526,RAY'S TRUCKING,33.87499,-118.31697,81.359,8362.48,No,No Violation,0,0,0
CAD980735658,BERNAL ROBERT G TRUCKING,33.83921,-118.08776,61.614,7552.59,No,No Violation,0,0,0
CAD980735708,PACIFIC BELL,34.08663,-117.95892,90.864,6919.25,No,No Violation,0,0,0
CAD980735716,JOHNSON BEN TRUCKING,33.93654,-118.32278,96.334,13024.91,No,No Violation,0,0,0
CAD980735773,SAFETY KLEEN CORP SANTA FE SPRINGS,33.94425,-118.05822,84.379,7795.07,No,No Violation,0,0,0
CAD980735864,CITY OF GLENDALE WATER AND POWER - UTILITY OPERATIONS CENTER,34.1556,-118.2782,40.519,7299.63,No,No Violation,0,0,0
CAD980736425,CHEM-RAN PUMPING SERVS INC,34.006112,-118.338608,95.276,12367.31,No,No Violation,0,0,0
CAD980736490,MARINE TERMINAL 1 BERTH 121,33.76118,-118.22306,85.99,6652.86,No,No Violation,0,0,0
CAD980736524,P F R WASTE SPECIALISTS,34.07374,-117.95618,91.427,8117.82,No,No Violation,0,0,0
CAD980736532,FOUR COR PIPELINE CO TWENTY-NINE PALMS,34.186846,-116.034956,40.516,240.28,No,No Violation,0,0,0
CAD980736557,TURNBULL MANAGEMENT,34.019144,-117.975068,90.992,5194.06,No,No Violation,0,0,0
CAD980736672,MORE OIL CO,34.065144,-118.216741,90.897,12025.35,No,No Violation,0,0,0
CAD980736888,GATX ANNEX TANK A-203 SAN PEDRO,33.736067,-118.280509,,,No,No Violation,0,0,0
CAD980736904,PACIFIC PLATING,34.01652,-118.20661,97.635,11786.15,No,No Violation,0,0,0
CAD980736995,GARCIA JOHN TRUCKING,33.998354,-118.216676,98.232,12896.09,No,No Violation,0,0,0
CAD980737001,ADAMS TRUCKING,33.84303,-118.37111,45.278,9107.32,No,No Violation,0,0,0
CAD980737035,RUTHERFORD PACIFIC INC,33.812109,-118.17631,79.562,10696.07,No,No Violation,0,0,0
CAD980737068,ANCON MARINE,33.78358,-118.25526,91.453,4841,No,No Violation,0,0,0
CAD980737076,DICO OIL CO,33.805438,-118.170197,74.307,11015.84,No,No Violation,0,0,0
CAD980737092,PEMACO SUPERFUND SITE TREATMENT PLANT,33.983981,-118.172769,96.66,10481.75,No,No Violation,0,0,0
CAD980737191,GROSSMAN RAY TRUCKING,34.07291,-117.92914,87.183,8126.55,No,No Violation,0,0,0
CAD980737423,COVESTRO LLC,33.844645,-118.229361,89.846,5952,No,No Violation,0,0,0
CAD980737464,ANGELES SAWDUST PRODS CORP,33.934578,-118.290989,98.524,12154.03,No,No Violation,0,0,0
CAD980737522,WINGARD VACUUM TRUCK SERVICE,33.810348,-118.146757,64.516,8906.01,No,No Violation,0,0,0
CAD980737548,ROEHL DISPOSAL SERVICES,33.7707,-118.26305,84.855,5340.85,No,No Violation,0,0,0
CAD980737571,VAN NUYS DIST HDQRS DEPT WATER & POWER,34.1794,-118.44874,57.657,9894.78,No,No Violation,0,0,0
CAD980737738,YOUNG L H JR,34.085308,-118.009434,91.518,8892.58,No,No Violation,0,0,0
CAD980737878,INDUSTRIAL WASTE TECH INC,34.0794,-117.74098,78.927,6615.04,No,No Violation,0,0,0
CAD980737969,PACIFIC BELL,34.14517,-118.12453,60.607,6693.6,No,No Violation,0,0,0
CAD980798250,PACIFIC BELL,34.0188,-118.11355,94.566,7495.96,No,No Violation,0,0,0
CAD980798268,PACIFIC BELL,34.00386,-118.26635,96.123,15862.58,No,No Violation,0,0,0
CAD980813042,DEBBIE'S IMPERIAL CLEANERS #2,34.008915,-118.33511,95.98,12967.97,No,No Violation,0,0,0
CAD980813182,PACIFIC BELL,34.492756,-118.200155,23.801,224.15,No,No Violation,0,0,0
CAD980813190,OMEGA CHEMICAL CORP,34.096085,-117.939426,87.657,6588.5,No,No Violation,0,0,0
CAD980813240,PACIFIC BELL,34.521434,-117.959076,65.259,329.81,No,No Violation,0,0,0
CAD980813299,SEWELL PLASTICS INC,34.03004,-117.98196,92.572,5902.07,No,No Violation,0,0,0
CAD980813307,PACIFIC BELL,34.61425,-118.28919,30.85,126.33,No,No Violation,0,0,0
CAD980813752,LOCAL DISTRICT 4 OFFICES,34.06173,-118.31924,81.006,21735.21,No,No Violation,0,0,0
CAD980813828,BOWENS DUMP TRUCK SERV,33.91903,-118.24726,98.772,12633.09,No,No Violation,0,0,0
CAD980813836,PORT OF LOS ANGELES,33.74075,-118.28191,64.185,5548.05,No,No Violation,0,0,0
CAD980813927,"L.A. CNTY MUNICIPAL TRNST ATHRTY, DIV 3",34.76007,-118.46654,20.874,7.41,No,No Violation,0,0,0
CAD980814032,YOUNG JAMES WELDON,33.96726,-118.32125,98.202,13912,No,No Violation,0,0,0
CAD980814065,ABBOTT TRANSISTOR LABS INC,34.033153,-118.376541,62.487,11410.58,No,No Violation,0,0,0
CAD980814230,PACIFIC BELL,34.08276,-118.13915,87.882,9549.59,No,No Violation,0,0,0
CAD980814321,ALL APPAREL,34.045834,-118.0547,95.257,6587.3,No,No Violation,0,0,0
CAD980814453,"L.A. CNTY MUNICIPAL TRNST ATHRTY, DIV 9",34.0711,-118.04221,92.044,8495.38,No,No Violation,0,0,0
CAD980814495,WAGNER ELECTRIC CORPORATION,33.98882,-118.13012,93.397,8817.28,No,No Violation,0,0,0
CAD980814677,DIVERSIFIED DEBRIS REMOVAL SVC,33.95116,-118.13177,88.488,8609.76,No,No Violation,0,0,0
CAD980814685,PAJON GEORGE TRUCKING,33.998354,-118.216676,98.232,12896.09,No,No Violation,0,0,0
CAD980814792,CHAMBERS J TRUCKING,34.12157,-117.93834,83.905,5229.2,No,No Violation,0,0,0
CAD980814842,PACIFIC BELL,34.733272,-118.148185,,,No,No Violation,0,0,0
CAD980814859,GDW TRUCKING,34.03354,-118.03197,93.93,4816.4,No,No Violation,0,0,0
CAD980814883,J CAL TRANSPORTATION INC,33.9202,-118.21999,98.445,13696.09,No,No Violation,0,0,0
CAD980814917,LA CITY WASTE WATER SYST,34.091971,-118.236271,81.022,11675.08,No,No Violation,0,0,0
CAD980815096,PETROLEUM SEDIMENT DISPOSAL INC,33.783314,-118.228474,90.579,7877.04,No,No Violation,0,0,0
CAD980815146,DAISY PUMPING CO THE,34.23396,-118.59074,64.991,6581.83,No,No Violation,0,0,0
CAD980815443,SLATER CONSTRUCTION CO,34.09881,-117.9078,79.507,6882.11,No,No Violation,0,0,0
CAD980815500,HUBBS TRUCKING,33.929186,-118.162992,92.324,11524.81,No,No Violation,0,0,0
CAD980815682,B & I ASSOC INC,33.88924,-118.161048,88.135,11639.57,No,No Violation,0,0,0
CAD980816771,MERCURY DYE AND CONTAINER,34.07855,-118.15948,89.803,10202.97,No,No Violation,0,0,0
CAD980816805,DEANCO INC,34.049602,-118.451298,36.804,8664.79,No,No Violation,0,0,0
CAD980817274,VIN-SONS TRANSPORTATION,34.06492,-117.96292,92.427,8443.04,No,No Violation,0,0,0
CAD980817811,LORAL ELECTRO OPTICAL SYSTEMS,34.15199,-118.07967,58.727,5026.51,No,No Violation,0,0,0
CAD980817878,BAE SYSTEMS IESI INC.,34.09624,-117.73979,70.132,5421.62,No,No Violation,0,0,0
CAD980818504,CONTEMPORARY CREATIONS INC,34.0267,-118.27281,93.904,19144.37,No,No Violation,0,0,0
CAD980880629,PACIFIC BELL,34.206461,-118.227059,36.686,2816.32,No,No Violation,0,0,0
CAD980880637,CHAMBERS RECYCLE,33.91898,-118.02529,73.409,6431.18,No,No Violation,0,0,0
CAD980880686,B & R VACUUM TRUCKS,33.80211,-118.18948,80.064,10060.1,No,No Violation,0,0,0
CAD980880728,PACIFIC BELL,34.142115,-118.032145,67.25,5469.29,No,No Violation,0,0,0
CAD980880785,PACIFIC BELL,34.200076,-118.175292,63.291,2889.39,No,No Violation,0,0,0
CAD980880892,J & J TRUCKS,33.80211,-118.18948,80.064,10060.1,No,No Violation,0,0,0
CAD980880934,WASTE DISPOSAL SYSTEMS,33.76392,-118.29342,71.545,6584.24,No,No Violation,0,0,0
CAD980880959,NORTHROP GRUMMAN CORP MILITARY AIRCRAFT,33.91797,-118.332326,91.596,11638.75,No,No Violation,0,0,0
CAD980881049,ZOLA JOHN C LABORATORIES,34.107,-117.943346,86.85,6223.57,No,No Violation,0,0,0
CAD980881064,REULAND ELECTRIC CO,33.996744,-117.912115,91.15,5287.42,No,No Violation,0,0,0
CAD980881072,PACIFIC BELL,34.19558,-118.34359,60.465,7721.58,No,No Violation,0,0,0
CAD980881155,HAWTHORNE TOWER MEDICAL LABORATORY,33.930734,-118.357955,89.75,9499.95,No,No Violation,0,0,0
CAD980881270,PRODUCTS ENGINEERING CORP,34.11412,-117.92523,81.252,5999.45,No,No Violation,0,0,0
CAD980881288,PACIFIC BELL,34.1993,-118.53299,60.553,8162.49,No,No Violation,0,0,0
CAD980881312,PRIME EQUIPMENT NO 712,34.2236,-118.38906,80.04,7418.88,No,No Violation,0,0,0
CAD980881379,PACIFIC BELL,34.24273,-118.57701,64.856,6585.52,No,No Violation,0,0,0
CAD980881395,L M UYEDA TRUCKING,33.88211,-118.27296,93.959,6632.92,No,No Violation,0,0,0
CAD980881403,W & C METAL POLISHING & PLATING,33.96014,-118.2617,99.039,17318.48,No,No Violation,0,0,0
CAD980881437,PACIFIC BELL,34.2179,-118.48546,77.651,10211.59,No,No Violation,0,0,0
CAD980881494,PACIFIC BELL,34.19238,-118.6059,55.029,7342.61,No,No Violation,0,0,0
CAD980881544,WOODYS EQUIPMENT RENTAL,34.09867,-117.87525,69.673,6494.95,No,No Violation,0,0,0
CAD980881635,PACIFIC BELL,34.144412,-118.253757,49.834,8045.94,No,No Violation,0,0,0
CAD980881817,GRAND RENT A CAR DBA AVIS RAC,33.94943,-118.38155,79.489,7862.66,No,No Violation,0,0,0
CAD980881874,PACIFIC BELL,34.11669,-118.24532,62.386,10252.88,No,No Violation,0,0,0
CAD980882427,ROCKET IND INC,34.01655,-118.20208,97.821,11059.25,No,No Violation,0,0,0
CAD980882724,M BETHEL INC,34.0899,-117.94622,88.869,6661.12,No,No Violation,0,0,0
CAD980883052,PACIFIC BELL,34.02372,-118.39637,58.09,10546.07,No,No Violation,0,0,0
CAD980883805,CAL SWISS A DIVISION GORKO IND,34.13886,-118.15041,65.899,7228.71,No,No Violation,0,0,0
CAD980883813,HEXCEL COI,34.03885,-117.97845,93.242,6937.33,No,No Violation,0,0,0
CAD980883912,PACIFIC BELL,34.062631,-118.098084,93.482,8804.18,No,No Violation,0,0,0
CAD980883938,GEORGE F MCMURRAY MFG DBA MCMURRAY CO,34.18099,-118.32375,45.014,6226.83,No,No Violation,0,0,0
CAD980884159,ENSIGN JIM TRUCKING,34.114503,-118.080088,78.855,7176.67,No,No Violation,0,0,0
CAD980884308,DELTA CME,34.024179,-118.230085,94.146,12463.65,No,No Violation,0,0,0
CAD980884423,ADE HYDRAULIC INC,34.0541,-117.77429,85.818,5092.21,No,No Violation,0,0,0
CAD980885107,CULVER CITY LEASE,34.015883,-118.388344,65.676,10144.62,No,No Violation,0,0,0
CAD980885651,SHERWIN WILLIAMS CO,33.87165,-118.27549,92.091,6168.95,No,No Violation,0,0,0
CAD980885800,STAPLETON TECHNOLIGIES INC,33.78157,-118.209647,85.449,9473.27,No,No Violation,0,0,0
CAD980885891,CTL AUTO PARTS REBUILDERS,33.80428,-118.18146,77.844,10555.9,No,No Violation,0,0,0
CAD980885917,GENERAL BATTERY CORP,34.121062,-118.249891,58.643,9871.67,No,No Violation,0,0,0
CAD980886881,HOWARD SCRAP METAL CO INC,34.02204,-118.2333,93.859,12739.5,No,No Violation,0,0,0
CAD980886949,CINETECH,34.4164,-118.57625,39.128,2692.93,No,No Violation,0,0,0
CAD980887053,JIM BESS CHEVROLET,34.20099,-118.59356,59.765,7670.61,No,No Violation,0,0,0
CAD980887269,GENERAL BATTERY CORP,33.98649,-118.17897,97.46,10943.75,No,No Violation,0,0,0
CAD980887475,CALIFORNIA THERMAL TREATMENT SYSTEMS,34.00659,-118.19969,97.991,11568.7,No,No Violation,0,0,0
CAD980887491,THE PRUDENTIAL,34.173595,-118.594757,49.523,5950.23,No,No Violation,0,0,0
CAD980887616,UNOCAL,34.06171,-118.30695,82.948,22281.52,No,No Violation,0,0,0
CAD980887665,GEN TELEPHONE OF CA/ WHITTIER-1,33.93284,-117.9854,66.655,6100.39,No,No Violation,0,0,0
CAD980887723,GEN TELEPHONE OF CA/ LONG BEACH-1,33.787968,-118.180849,77.669,10593.77,No,No Violation,0,0,0
CAD980887756,BOUCHARD PETRO-CHEMICAL,33.79338,-118.24249,92.477,6805.59,No,No Violation,0,0,0
CAD980887830,GEN TELEPHONE OF CA/ LONG BEACH-2,33.77535,-118.14651,64.911,11867.81,No,No Violation,0,0,0
CAD980887855,CHEVRON STATION 202030,34.04113,-118.04975,94.875,6155.29,No,No Violation,0,0,0
CAD980887889,GEN TELEPHONE OF CA/ WALNUT,34.01415,-117.85197,85.053,3753.94,No,No Violation,0,0,0
CAD980887897,GEN TELEPHONE OF CA/ BELLFLOWER,33.88466,-118.12419,80.989,10122.55,No,No Violation,0,0,0
CAD980887905,GEN TELEPHONE OF CA/ BALDWIN PARK,34.08663,-117.95892,90.864,6919.25,No,No Violation,0,0,0
CAD980887939,ACRYLATEX COATING AND RECYCLING INC,34.11132,-117.92118,80.535,6236.74,No,No Violation,0,0,0
CAD980887947,GEN TELEPHONE OF CA/ SANTA MONICA,34.0193,-118.49489,30.532,9435.92,No,No Violation,0,0,0
CAD980887954,GEN TELEPHONE OF CA/ LONG BEACH-3,33.830496,-118.13387,54.643,6542.73,No,No Violation,0,0,0
CAD980887962,GEN TELEPHONE OF CA/ PAC PALISADES,34.045533,-118.525555,19.093,3880.6,No,No Violation,0,0,0
CAD980887970,SUNDOWNER INDUSTRIES INC,34.21851,-118.4715,79.448,10811.76,No,No Violation,0,0,0
CAD980887988,RYDER TRUCK RENTAL INC,33.80767,-118.16763,73.972,10948.78,No,No Violation,0,0,0
CAD980887996,COCA COLA SYLMAR,34.30447,-118.45862,85.027,5193.31,No,No Violation,0,0,0
CAD980888002,GEN TELEPHONE OF CA/ GLENDORA,34.13264,-117.86547,62.725,4846.1,No,No Violation,0,0,0
CAD980888010,GEN TELEPHONE OF CA/ DOWNEY,33.94059,-118.13172,87.366,9360,No,No Violation,0,0,0
CAD980888036,765 W COLLEGE,34.06615,-118.2436,88.423,14983.91,No,No Violation,0,0,0
CAD980888044,RYDER TRUCK RENTAL INC,33.96352,-118.37307,84.741,8288.09,No,No Violation,0,0,0
CAD980888069,GEN TELEPHONE OF CA/WHITTIER-2,33.96486,-118.03564,80.513,5627.22,No,No Violation,0,0,0
CAD980888168,SHELL SERVICE STATION 135530,34.023896,-118.173691,97.753,10283.1,No,No Violation,0,0,0
CAD980888218,SHELL STATION,33.98921,-118.23032,98.604,14844.35,No,No Violation,0,0,0
CAD980888226,SHELL STATION,33.87278,-118.38211,47.552,9521.75,No,No Violation,0,0,0
CAD980888234,SHELL STATION,33.81562,-118.3867,43.108,7042.27,No,No Violation,0,0,0
CAD980888267,ANTEX ELECTRONICS CORP,33.8851,-118.28274,92.773,6958.42,No,No Violation,0,0,0
CAD980888283,SHELL SERVICE STATION,33.84828,-118.36237,48.629,8977.76,No,No Violation,0,0,0
CAD980888333,SHELL OIL CO,33.826176,-118.359269,47.771,7228.99,No,No Violation,0,0,0
CAD980888382,ED'S WESTWOOD BODY AND PAINT,34.04508,-118.43275,41.255,10365.64,No,No Violation,0,0,0
CAD980888424,ED'S WALKER BODY WORKS,34.037243,-118.440454,41.696,10921.03,No,No Violation,0,0,0
CAD980888531,EXIM INTERNATIONAL,33.89478,-118.28019,94.623,8153.96,No,No Violation,0,0,0
CAD980888556,AUTO SERVICE PLUS,34.381591,-118.529907,46.743,2367.85,No,No Violation,0,0,0
CAD980888564,KEN DU CO INC/DBA PAULEE BODY SHOP,34.056581,-118.376206,48.856,11384.51,No,No Violation,0,0,0
CAD980888606,VITO'S PAINT AND BODY SHOP,34.20166,-118.59902,59.117,7550.76,No,No Violation,0,0,0
CAD980888622,SAMSON ENVIRONMENTAL,33.782692,-118.211669,86.08,9171.2,No,No Violation,0,0,0
CAD980888705,PHILLIPS & MALONE PROD MACH CO,34.043433,-118.044236,95.148,6188.44,No,No Violation,0,0,0
CAD980888747,LINOTYPE CO,33.986237,-118.38697,71.072,8620.16,No,No Violation,0,0,0
CAD980888788,SOLID STATE DEVICES INC,33.901212,-118.033073,79.37,6921.01,No,No Violation,0,0,0
CAD980888804,KGK INTERNATIONAL CORP,33.87335,-118.03689,77.187,7181.5,No,No Violation,0,0,0
CAD980888820,EUROPEAN SPORTS CARS,34.06907,-118.3466,63.727,16834.76,No,No Violation,0,0,0
CAD980889042,HUNTINGTON MEMORIAL HOSPITAL,34.135793,-118.152773,68.483,7604.44,No,No Violation,0,0,0
CAD980889083,GRAND RENT A CAR CORP,33.952512,-118.385873,76.656,7593.88,No,No Violation,0,0,0
CAD980889174,THERMAFOIL PRODS INC,34.059589,-118.052757,94.003,7989.39,No,No Violation,0,0,0
CAD980889182,FELDMAN & SONS,34.22683,-118.52735,63.343,7514.88,No,No Violation,0,0,0
CAD980889331,HERTZ CORP,33.955305,-118.385605,77.017,7615.4,No,No Violation,0,0,0
CAD980889414,1-HR SPEEDY PHOTO LAB,34.41629,-118.45684,54.533,2710.17,No,No Violation,0,0,0
CAD980889430,"UNITED PRINTING INK, CORP",33.88796,-118.04185,80.792,7263.56,No,No Violation,0,0,0
CAD980889604,GENERAL TELEPHONE OF CA,33.88788,-118.05148,82.009,7247.69,No,No Violation,0,0,0
CAD980889638,GENERAL TELEPHONE OF CA,33.86411,-118.08218,76.157,8739.25,No,No Violation,0,0,0
CAD980889646,GENERAL TELEPHONE OF CA,34.019406,-118.810338,12.322,555.81,No,No Violation,0,0,0
CAD980889653,GENERAL TELEPHONE OF CA,34.131886,-117.90753,73.006,4514.09,No,No Violation,0,0,0
CAD980889695,GENERAL TELEPHONE OF CA,34.09624,-117.738718,69.445,5317.96,No,No Violation,0,0,0
CAD980889752,GENERAL TELPHONE OF CA,33.86591,-118.04713,78.733,7370.68,No,No Violation,0,0,0
CAD980889760,GENERAL TELPHONE OF CA,34.096935,-117.71932,70.123,5479.47,No,No Violation,0,0,0
CAD980889778,GENERAL TELEPHONE OF CA,33.787774,-118.134051,56.745,8924.95,No,No Violation,0,0,0
CAD980889802,FRONTIER CALIFORNIA INC,34.08624,-117.88857,75.426,6484.46,No,No Violation,0,0,0
CAD980889836,GENERAL TELPHONE OF CA,33.83758,-118.37161,44.359,8655.04,No,No Violation,0,0,0
CAD980889844,GENERAL TELPHONE OF CA,33.979578,-118.434728,44.23,8515.08,No,No Violation,0,0,0
CAD980889869,GENERAL TELEPHONE OF CA,33.858277,-118.359715,51.364,9013.17,No,No Violation,0,0,0
CAD980890362,LLAMAS PLASTICS INC,34.30581,-118.46034,85.062,4904.76,No,No Violation,0,0,0
CAD980890404,BOB VOGEL'S PAINT & BODY SHOP,34.08098,-118.09078,90.36,9727.92,No,No Violation,0,0,0
CAD980890438,G S CORP,33.76624,-118.29382,71.791,6500,No,No Violation,0,0,0
CAD980890685,GENERAL TELEPHONE OF CALIFORNIA,33.97979,-118.09086,89.785,7461.63,No,No Violation,0,0,0
CAD980891352,STERICYCLE INC,34.01441,-118.22047,96.714,12748.67,No,No Violation,0,0,0
CAD980891394,CUSTOMVILLE AUTO BODY & PAINT,33.91611,-118.04668,80.966,7050.65,No,No Violation,0,0,0
CAD980891436,MELENDEZ BODY & PAINT,33.91973,-118.1167,84.669,9958.52,No,No Violation,0,0,0
CAD980891501,DURHAM TRANSPORTATION,34.06125,-118.07311,94.075,8111.14,No,No Violation,0,0,0
CAD980891857,LAIDLAW TRANSIT,34.2165,-118.59751,62.604,7349.63,No,No Violation,0,0,0
