SourceID,RCRAName,FacLat,FacLong,RCRAUniverse,FacPercentMinority,RCRACurrSNC,RCRACurrComplStatus,RCRAQtrsInSNC,RCRAQtrsInNC
CAD981383474,WEST HILLS HOSPITAL AND MEDICAL CENTER,34.20337,-118.62942,LQG,54.185,No,No Violation,0,0
CAD981384837,GARDENA SPECIALIZED PROCESSING,33.881504,-118.282586,LQG,91.947,No,No Violation,0,0
CAD981386931,UNITED AERONAUTICAL CORPORATION,34.20447,-118.39651,LQG,71.166,No,No Violation,0,0
CAD981387251,20TH CENTURY FOX FILM CORP,34.05033,-118.4101,LQG,42.495,No,No Violation,0,0
CAD981387939,"CIRCUIT SERVICES, LLC",34.22824,-118.53957,LQG,64.633,No,No Violation,0,0
CAD981389687,"PETRO LOCK, INC",34.70624,-118.13455,LQG,69.822,No,No Violation,0,0
CAD981390412,CITY OF LOS ANGELES-LA SANITATION-HYPERION,33.93077,-118.43494,LQG,31.158,No,No Violation,0,0
CAD981391436,DICKSON TESTING COMPANY,33.9266,-118.17159,LQG,93.645,No,No Violation,0,0
CAD981391584,KAISER ALUMINUM FABRICATED PRODUCTS LLC,33.98858,-118.14652,LQG,94.752,No,No Violation,0,0
CAD981392418,ORMCO CORPORATION,34.1152,-117.82883,LQG,49.699,No,No Violation,0,0
CAD981395965,NEW AVON LLC,34.149722,-118.089333,LQG,58.524,No,No Violation,0,0
CAD981396591,KAISER PERMANENTE LOS ANGELES,34.09815,-118.29537,LQG,72.153,No,No Violation,0,0
CAD981396658,KAISER PERMANENTE,34.09896,-118.29178,LQG,73.384,No,No Violation,0,0
CAD981396716,KAISER PERMANENTE SOUTH BAY MEDICAL CENTER,33.789293,-118.293644,LQG,78.145,No,No Violation,0,0
CAD981396831,KAISER FOUNDATION HOSPITALS,34.03747,-118.3743,LQG,60.476,No,No Violation,0,0
CAD981396955,KAISER PERMANENTE PANORAMA CITY MEDICAL CENTER,34.228874,-118.442035,LQG,,No,No Violation,0,0
CAD981397417,AAD DISTRIBUTION C/O CALIFORNIA DTSC,34.00807,-118.23245,LQG,96.51,No,No Violation,0,0
CAD981399207,EPMAR CORPORATION,33.94704,-118.04814,LQG,81.923,No,Noncompliance,0,12
CAD981399348,THE WALT DISNEY COMPANY,34.15487,-118.32652,LQG,41.839,No,No Violation,0,0
CAD981399900,CHILDREN HOSPITAL OF LOS ANGELES,34.09815,-118.290667,LQG,74.184,No,No Violation,0,0
CAD981400559,GOODRICH CORPORATION,33.93,-118.071667,LQG,86.801,No,No Violation,0,1
CAD981400971,L.A. COUNTY METROPOLITAN TRANSPORTATION AUTHORITY DIV-34,34.00384,-118.22736,LQG,97.926,No,No Violation,0,0
CAD981401391,JOHN GLENN HIGH SCHOOL,33.90812,-118.05535,LQG,83.3,No,No Violation,0,0
CAD981402464,RUSH TRUCK CENTER - WHITTIER,34.03061,-118.03577,LQG,92.915,No,No Violation,0,0
CAD981405020,SERVICE STATION - 135363,34.105209,-118.329591,LQG,52.263,No,No Violation,0,0
CAD981405152,SERVICE STATION - SAP 136272,34.166422,-118.588516,LQG,47.432,No,No Violation,0,0
CAD981405384,EQUILON ENTERPRISES LLC,34.05945,-118.29164,LQG,86.055,No,No Violation,0,0
CAD981405699,SERVICE STATION - SAP 135572,33.979185,-118.437274,LQG,43.4,No,No Violation,0,0
CAD981405996,SERVICE STATION - 136276,34.04489,-118.45346,LQG,37.574,No,No Violation,0,0
CAD981406085,CVS PHARMACY #9564,33.88802,-118.30854,LQG,87.989,No,No Violation,0,0
CAD981413933,GULFSTREAM AEROSPACE CORPORATION - MAIN FACILITY,33.818338,-118.14451,LQG,60.988,No,No Violation,0,0
CAD981414550,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",33.782235,-118.12241,LQG,47.907,No,No Violation,0,0
CAD981417546,FORMER UNOCAL 351803,33.98867,-117.9053,LQG,90.784,No,No Violation,0,0
CAD981420144,JORDAN HIGH SCHOOL,33.87115,-118.18582,"LQG, Transporter",88.793,No,No Violation,0,0
CAD981422017,SOUTHERN CALIFORNIA GAS COMPANY,34.02561,-118.22907,"LQG, Operating TSDF, TSDF",94.39,No,No Violation,0,0
CAD981422199,SOUTHERN CALIFORNIA GAS CO,34.43993,-118.57646,LQG,43.355,No,No Violation,0,0
CAD981423221,SOUTHERN CALIFORNIA GAS COMPANY,34.307569,-118.551235,LQG,45.093,No,No Violation,0,0
CAD981423361,GAS COMPANY LOFTS,34.04701,-118.26033,LQG,90.755,No,No Violation,0,0
CAD981423452,M & O PROJECTS UNIT NORTH,34.193759,-118.594426,LQG,57.808,No,No Violation,0,0
CAD981423510,M & O NORTH 2,34.231624,-118.373913,LQG,80.361,No,No Violation,0,0
CAD981423577,M & O CENTRAL 2,34.084697,-118.187466,LQG,89.869,No,No Violation,0,0
CAD981423635,MAINTENANCE AND OPERATIONS (M&O) SOUTH 2,33.869699,-118.281638,LQG,89.86,No,No Violation,0,0
CAD981423817,LAUSD/MAINTENANCE & OPERATIONS UNIT CENTRAL,34.051254,-118.234291,LQG,92.37,No,No Violation,0,0
CAD981423874,M & O CENTRAL 1,34.168736,-118.273013,LQG,38.729,No,No Violation,0,0
CAD981425291,JENSEN TREATMENT PLANT,34.311806,-118.496028,LQG,69.781,No,No Violation,0,0
CAD981425473,METROPOLITAN WATER DIST SOTO,34.06777,-118.19547,LQG,94.111,No,Noncompliance,0,12
CAD981430994,DELTA AIR LINES INC.,33.94389,-118.38996,LQG,75.098,No,Noncompliance,0,12
CAD981434723,INTERNATIONAL MEDICATION SYSTEMS LTD.,34.049911,-118.042451,LQG,95.15,No,Noncompliance,0,10
CAD981437965,CITY OF LONG BEACH WATER DEPARTMENT,33.81892,-118.16983,LQG,79.009,No,No Violation,0,0
CAD981446453,PANKL AEROSPACE SYSTEMS,33.88017,-118.0345,LQG,78.306,No,No Violation,0,0
CAD981449549,"OSI OPTOELECTRONICS, INC.",33.919078,-118.329539,LQG,92.167,No,No Violation,0,0
CAD981449739,3M CANOGA PARK,34.22159,-118.59752,LQG,63.25,No,No Violation,0,0
CAD981450281,DELUXE LABORATORIES INC,34.0965,-118.30704,LQG,67.502,No,No Violation,0,0
CAD981450349,JACK EAGLE & CO,33.96126,-118.23184,LQG,98.428,No,No Violation,0,1
CAD981450448,WHITTAKER DBA MEGGITT (NORTH HOLLYWOOD) INC,34.20639,-118.41324,LQG,75.338,No,No Violation,0,0
CAD981450562,JENCO PLATING INC.,34.05182,-118.06083,LQG,95.113,No,No Violation,0,0
CAD981452477,GOLDEN STATE ENG,33.89343,-118.16821,LQG,90.574,No,No Violation,0,0
CAD981452857,HERMETIC SEAL CORPORATION,34.08452,-118.05701,LQG,90.113,No,Noncompliance,0,12
CAD981453673,RUSH ENTERPRISES OF CALIFORNIA INC,33.97167,-118.10725,LQG,89.954,No,No Violation,0,0
CAD981453798,"ARROWHEAD BRASS & PLUMBING, LLC",34.072427,-118.173777,LQG,92.875,No,Noncompliance,0,7
CAD981454564,TEKNOR APEX CO. - MACLIN DIVISION,34.03259,-117.98295,LQG,92.998,No,No Violation,0,0
CAD981454739,WARNER BROS. STUDIO FACILITIES,34.15063,-118.33873,LQG,43.938,No,No Violation,0,0
CAD981454887,KASIER ALUMINUM FABRICTED PRODUCTS LLC,33.98858,-118.14652,LQG,94.752,No,Noncompliance,0,4
CAD981456510,ASCENT MEDIA LABORATORIES,34.20596,-118.34977,LQG,66.917,No,No Violation,0,0
CAD981462377,GOODRICH CORPORATION,33.94739,-118.05793,LQG,84.184,No,Noncompliance,0,12
CAD981462435,HARBOR TEACHER ACADEMY,33.78457,-118.28145,LQG,79.516,No,No Violation,0,0
CAD981462443,INTER COMMUNITY MEDICAL CENTER,34.088448,-117.892351,LQG,75.719,No,No Violation,0,0
CAD981463151,CITY OF POMONA,34.060305,-117.759781,LQG,86.458,No,No Violation,0,0
CAD981568645,GULFSTREAM AEROSPACE CORP SPRING ST,33.81061,-118.15134,LQG,67.268,No,No Violation,0,0
CAD981571714,"RAYTHEON COMPANY, SPACE AND AIRBORNE SYSTEMS",33.930637,-118.393475,LQG,69.455,No,No Violation,0,0
CAD981573272,CVS PHARMACY #9665,34.11095,-118.1892,LQG,80.279,No,No Violation,0,0
CAD981574171,"NORTHROP GRUMMAN AEROSPACE SYSTEMS, SPACE PARK",33.89116,-118.37798,LQG,60.019,No,Noncompliance,0,3
CAD981574239,HI ELECTRONICS INC,34.10477,-118.24361,LQG,71.756,No,No Violation,0,0
CAD981575715,CENTRAL SERVICE YARD,34.13383,-118.27296,LQG,47.857,No,No Violation,0,0
CAD981575947,PIPER TECH CENTER,34.05433,-118.23093,LQG,92.05,No,No Violation,0,0
CAD981576978,LOS ANGELES COUNTY METROPOLITAN TRANSIT AUTHORITY DIVISION 30,34.056132,-118.231142,LQG,91.727,No,No Violation,0,0
CAD981578149,"POSITIVE LAB SERVICES, INC.",34.026812,-118.255294,LQG,93.482,No,No Violation,0,0
CAD981579978,LOS ANGELES COUNTY METROPOLITAN TRANSIT AUTHORITY DIVISION 30,34.063996,-118.244946,LQG,,No,No Violation,0,0
CAD981580004,RALPHS #0073-703,33.775301,-118.119718,LQG,45.786,No,No Violation,0,0
CAD981580236,RALPHS #0017-703,34.22313,-118.39779,LQG,80.507,No,No Violation,0,0
CAD981580491,RALPH'S #186,33.801185,-118.11797,LQG,,No,No Violation,0,0
CAD981580665,RALPHS #0058-703,33.81825,-118.10888,LQG,50.012,No,No Violation,0,0
CAD981580897,RALPH'S #032,34.069058,-118.289594,LQG,82.29,No,No Violation,0,0
CAD981581424,"AIR PRODUCTS AND CHEMICALS, INC. - WILMINGTON H2 PLANT",33.780833,-118.241111,LQG,91.647,No,No Violation,0,0
CAD981581671,"RANTEC MICROWAVE SYSTEMS, INC.",34.15674,-118.80167,LQG,22.43,No,No Violation,0,0
CAD981582836,RALPH'S #120,33.86675,-118.35354,LQG,58.605,No,No Violation,0,0
CAD981583248,RALPH'S #097,34.166999,-118.268355,LQG,,No,No Violation,0,0
CAD981583362,RALPHS #0095-703,34.03709,-118.14478,LQG,95.708,No,No Violation,0,0
CAD981583404,PRECISION TUBE BENDING,33.896905,-118.041626,LQG,81.273,No,No Violation,0,0
CAD981583719,PRESS FORGE COMPANY,33.88726,-118.16541,LQG,88.867,No,No Violation,0,0
CAD981620594,MITCHELL LABORATORIES,33.97102,-118.10271,LQG,89.622,No,No Violation,0,0
CAD981621089,WALGREEN NO 11243,33.92284,-118.09919,LQG,85.225,No,No Violation,0,0
CAD981624240,TARGET STORE T1306,34.02205,-118.37234,LQG,70.285,No,No Violation,0,0
CAD981624745,SCIENCE MATERIAL CENTER,34.191075,-118.50112,LQG,61.382,No,No Violation,0,0
CAD981625148,LAUSD-SOUTH REGION HIGH SCHOOL #15,33.71511,-118.30116,LQG,59.786,No,No Violation,0,0
CAD981625205,FRANKLIN HIGH SHCOOL,34.03003,-118.241931,LQG,92.829,No,No Violation,0,0
CAD981625585,VALLEY REGION MANTAGUE CHARTER ACADEMY,34.2445,-118.41551,LQG,90.005,No,No Violation,0,0
CAD981625718,LAUSD M&O SOUTH S1,33.9788,-118.3294,LQG,97.593,No,No Violation,0,0
CAD981625767,LIBERTY BLVD ELEMENTARY SCHOOL,33.96184,-118.22219,LQG,98.259,No,No Violation,0,0
CAD981625775,LAUSD- SUN VALLEY GARAGE,34.20119,-118.37631,LQG,67.188,No,No Violation,0,0
CAD981625890,LAUSD-MAINTENANCE AND OPERATIONS 6,33.94608,-118.17999,LQG,95.019,No,No Violation,0,0
CAD981629942,MADISON-GRAHAM COLORGRAPHICS,34.04899,-118.22873,LQG,92.953,No,No Violation,0,0
CAD981632979,INTERSPACE BATTERY CORPORATION,34.09012,-117.94502,LQG,88.614,No,No Violation,0,0
CAD981633704,CITY OF HOPE MEDICAL CENTER - FLOWER BUILDING,34.13337,-117.96226,LQG,77.099,No,No Violation,0,0
CAD981635741,PRIME PLATING,34.22251,-118.37793,LQG,77.263,No,Noncompliance,0,12
CAD981637416,THE JET CENTER,34.217038,-118.487187,LQG,77.482,No,No Violation,0,0
CAD981648249,CITY OF PASADENA WATER AND POWER,34.127536,-118.149228,LQG,71.408,No,No Violation,0,0
CAD981649445,CVS PHARMACY NO 9767,34.06739,-118.38916,LQG,37.075,No,No Violation,0,0
CAD981652324,TRI-STAR ELECTRONICS INTERNATIONAL INC,33.90195,-118.38482,LQG,60.488,No,No Violation,0,0
CAD981654049,NORTHROP GRUMMAN SYSTEMS CORPORATION HAWTHORNE SITE,33.900597,-118.37871,LQG,63.021,No,No Violation,0,0
CAD981655244,LOS ANGELES POLICE DEPT-MOTOR TRANSPORT,34.05434,-118.2313,LQG,92.05,No,No Violation,0,0
CAD981664337,"HONDA R&D AMERICAS, INC",33.84376,-118.31467,LQG,74.036,No,No Violation,0,0
CAD981673783,TARGET STORE T2776,34.048907,-118.260358,LQG,90.269,No,No Violation,0,0
CAD981673809,"CONNECTOR PLATING, INC",33.9123,-118.2798,LQG,97.334,No,Noncompliance,0,5
CAD981674005,QUEEN OF THE VALLEY HOSPITAL,34.06313,-117.94431,LQG,90.551,No,No Violation,0,0
CAD981675895,FOOD SERVICE MAINTENANCE,34.029993,-118.208631,LQG,95.411,No,No Violation,0,0
CAD981675911,"CITY OF LOS ANGELES, LA WORLD AIRPORTS -LAX-",33.94155,-118.42469,LQG,36.452,No,Noncompliance,0,6
CAD981676760,"ACTIVE MAGNETIC INSPECTION, INC.",34.239233,-118.393679,LQG,86.984,No,No Violation,0,0
CAD981683378,SHELL OIL PRODUCTS US,33.8384,-118.06347,LQG,66.451,No,No Violation,0,0
CAD981683469,RITE AID NO 5604,34.06267,-117.73818,LQG,84.343,No,No Violation,0,0
CAD981684327,AL LARSON BOAT SHOP,33.733642,-118.268927,LQG,63.994,No,No Violation,0,0
CAD981685498,"QUALITY FINISHING, INC.",34.25289,-118.39683,LQG,89.121,No,No Violation,0,0
CAD981689821,MENDEZ LEARNING CENTER NO 1 A,34.04768,-118.22528,LQG,93.236,No,No Violation,0,0
CAD981689912,CATALINA SERVICE CENTER,33.33443,-118.31307,LQG,58.606,No,No Violation,0,2
CAD981690019,"LUBECO, INC.",33.87991,-118.1513,LQG,83.733,No,No Violation,0,0
CAD981690498,SAN FERNANDO GARDENS,34.26925,-118.41687,LQG,92.486,No,No Violation,0,0
CAD981692619,7TH STREET CONSOLIDATED FACILITY- SANITATION,34.0343,-118.225637,LQG,94.255,No,No Violation,0,0
CAD981692668,RALPHS #0088-703,33.81318,-118.36771,LQG,47.003,No,No Violation,0,0
CAD981693385,PLATERONICS PROCESSING,34.23719,-118.59145,LQG,64.916,No,No Violation,0,3
CAD981693708,VINCENT STATION,34.48592,-118.116596,LQG,26.909,No,No Violation,0,0
CAD981693856,WEST COAST METAL FINISHING,33.99054,-118.24007,LQG,98.805,No,Noncompliance,0,12
CAD981693955,SPACE EXPLORATION TECHNOLOGIES CORP,33.917771,-118.326601,LQG,92.148,No,No Violation,0,0
CAD981694755,SCE LIGHTHIPE SUBSTATION,33.88027,-118.17743,LQG,89.505,No,No Violation,0,0
CAD981696081,CHEVRON 93842,33.80369,-118.1426,LQG,61.123,No,No Violation,0,0
CAD981696420,SAFETY KLEEN OF CALIFORNIA CARSON,33.88114,-118.26424,LQG,95.671,No,No Violation,0,2
CAD981961972,LSO ANGELES CITY FIRE STATION #5,33.95988,-118.4052,LQG,61.854,No,No Violation,0,0
CAD981962038,FORMER CITY OF LOS ANGELES FIRE STATION NO 4,34.06078,-118.23569,LQG,90.287,No,No Violation,0,0
CAD981963358,CITY HALL EAST,34.05307,-118.24261,LQG,91.007,No,No Violation,0,0
CAD981966176,TROJAN BATTERY CO - CLARK ST,33.93896,-118.06872,LQG,86.685,No,No Violation,0,0
CAD981966179,TROJAN BATTERY CO - CLARK ST,33.93896,-118.06872,LQG,86.685,No,No Violation,0,0
CAD981978752,PASADENA CITY COLLEGE,34.14599,-118.11778,LQG,60.913,No,No Violation,0,0
CAD981979776,LAUSD-MANUAL ARTS HIGH SCHOOL,34.00877,-118.29155,LQG,96.692,No,No Violation,0,0
CAD981980493,LAUSD-BROADWAY ELEMENTARY SCHOOL,33.99815,-118.46125,LQG,41.167,No,No Violation,0,0
CAD981983398,SAN GABRIEL VALLEY NEWSPAPER GROUP,34.091708,-117.943044,LQG,88.151,No,No Violation,0,0
CAD981984248,SERVISAIR,33.931111,-118.41325,LQG,42.788,No,No Violation,0,0
CAD981994619,WHITE ELEMENTARY SCHOOL,34.05988,-118.28003,LQG,86.385,No,No Violation,0,0
CAD982000903,SIGNRESOURCE,33.98131,-118.17029,LQG,96.148,No,No Violation,0,0
CAD982005175,GLENDALE COMMUNITY COLLEGE DISTRICT,34.16865,-118.22854,LQG,42.025,No,No Violation,0,0
CAD982005696,PARAMOUNT PICTURES CORPORATION,34.08348,-118.321723,LQG,68.146,No,No Violation,0,0
CAD982010175,CVS PHARMACY #5022,34.20517,-118.53542,LQG,61.222,No,No Violation,0,0
CAD982011199,ADMIRAL TRANSPORTATION,34.05333,-117.99549,LQG,94.627,No,Noncompliance,0,12
CAD982012601,"U.S. RADIATOR, CORP",33.99983,-118.19886,LQG,98.026,No,No Violation,0,0
CAD982015323,VONS DISTRIBUTION CENTER,33.89502,-118.06044,LQG,83.688,No,No Violation,0,0
CAD982019655,CARGILL INC.,34.01185,-118.22305,LQG,96.885,No,No Violation,0,0
CAD982020448,IVY HILL PACKAGING,34.00052,-118.23026,LQG,98.3,No,No Violation,0,0
CAD982022444,FULTON COLLEGE PREP,34.20755,-118.45747,LQG,76.958,No,No Violation,0,0
CAD982022592,LAUSD- NIMITZ MIDDLE SCHOOL,33.98556,-118.19702,LQG,97.932,No,No Violation,0,0
CAD982023087,GENERAL DYNAMICS SATCOM TECHNOLOGIES INC,33.81364,-118.34004,LQG,58.72,No,No Violation,0,0
CAD982024408,ULTRAMET,34.257436,-118.397767,LQG,90.06,No,No Violation,0,2
CAD982024622,LAUSD - EL CAMINO REAL HIGH SCHOOL,34.1714,-118.64529,LQG,30.691,No,No Violation,0,0
CAD982024671,FREMONT HIGH SCHOOL,33.96963,-118.26956,LQG,99.146,No,No Violation,0,0
CAD982024770,LAUSD- HOLMES ELEMENTARY SCHOOL,33.99583,-118.24113,LQG,98.51,No,No Violation,0,0
CAD982024937,COCHRAN MIDDLE SCHOOL,34.04269,-118.32657,LQG,86.577,No,No Violation,0,0
CAD982024960,LAUSD- PEARY MIDDLE SCHOOL,33.88196,-118.30077,LQG,88.384,No,No Violation,0,0
CAD982025199,M & O CENTRAL 3 & SPECIAL SERVICES,34.0281,-118.24417,LQG,93.044,No,No Violation,0,0
CAD982030140,ARAMARK UNIFORM & CAREER APPAREL,33.78262,-118.2005,LQG,82.478,No,No Violation,0,0
CAD982031890,CHEVRON 209098,33.87875,-118.14263,LQG,81.03,No,No Violation,0,0
CAD982035131,LOS ANGELES COUNTY DEPARTMENT OF BEACHES & HARBORS,33.976233,-118.440752,LQG,42.518,No,No Violation,0,0
CAD982036725,"HAMMOND POWER SOLUTIONS, INC",33.870838,-118.206437,LQG,93.591,No,No Violation,0,0
CAD982037681,LAUSD- BANCROFT MIDDLE SCHOOL,34.088,-118.33627,LQG,58.64,No,No Violation,0,0
CAD982037731,LAUSD-CARSON HIGH SCHOOL,33.8239,-118.27589,LQG,86.516,No,No Violation,0,0
CAD982037749,LAUSD-DORSEY HIGH SCHOOL,34.02291,-118.34607,LQG,86.21,No,No Violation,0,0
CAD982039174,"ALLFAST FASTENING SYSTEMS, LLC",34.02141,-117.96943,LQG,91.221,No,Noncompliance,0,3
CAD982039372,LAUSD-LOS ANGELES HIGH SCHOOL,34.05657,-118.33255,LQG,79.588,No,No Violation,0,0
CAD982039414,LAUSD-SYLMAR HIGH SCHOOL,34.307279,-118.442911,LQG,89.926,No,No Violation,0,0
CAD982039554,LAUSD-CLAY MIDDLE SCHOOL,33.92052,-118.30902,LQG,95.464,No,No Violation,0,0
CAD982039653,IRVING MIDDLE SCHOOL,34.11768,-118.24085,LQG,63.353,No,No Violation,0,0
CAD982039687,LAUSD-MANN JUNIOR HIGH SCHOOL,33.952993,-118.30906,LQG,98.607,No,No Violation,0,0
CAD982042103,ACE CLEARWATER ENTERPRISES,33.85166,-118.29296,LQG,83.478,No,No Violation,0,0
CAD982043663,LAUSD-CANTERBURY AVE ELEMENTARY SCHOOL,34.23384,-118.43015,LQG,86.577,No,No Violation,0,0
CAD982043721,LAUSD-CASTLE HEIGHTS ELEMENTARY SCHOOL,34.03733,-118.39838,LQG,49.756,No,No Violation,0,0
CAD982043838,CLOVER AVENUE ELEMENTARY SCHOOL,34.02753,-118.42549,LQG,46.184,No,No Violation,0,0
CAD982043952,LAUSD-DEARBORN STREET ELEMENTARY SCHOOL,34.23828,-118.50841,LQG,68.841,No,No Violation,0,0
CAD982044026,LAUSD-MARKHAM INTERMEDIATE,33.94146,-118.24497,LQG,98.788,No,No Violation,0,0
CAD982044034,LAUSD-MILLIKAN JUNIOR HIGH SCHOOL,34.16231,-118.42689,LQG,48.501,No,No Violation,0,0
CAD982044067,LAUSD/NOBEL MIDDLE SCHOOL,34.25108,-118.55136,LQG,59.023,No,No Violation,0,0
CAD982044091,LAUSD - PALMS MIDDLE SCHOOL,34.02404,-118.41632,LQG,48.823,No,No Violation,0,0
CAD982045593,LAUSD-59TH STREET ELEMENTARY SCHOOL,34.071032,-118.349566,LQG,60.535,No,No Violation,0,0
CAD982045734,LAUSD/GLENWOOD ELEMENTARY SCHOOL,34.21665,-118.35756,LQG,72.392,No,No Violation,0,0
CAD982045874,LAUSD-HAZELTINE AVE ELEMENTARY SCHOOL,34.20021,-118.43996,LQG,73.906,No,No Violation,0,0
CAD982046047,LAUSD/LASSEN ELEMENTARY SCHOOL,34.24636,-118.45984,LQG,85.36,No,No Violation,0,0
CAD982046088,LAUSD - LIGGETT ELEMENTARY SCHOOL,34.24105,-118.44588,LQG,86.371,No,No Violation,0,0
CAD982046096,LAUSD-LIMERICK AVENUE ELEMENTARY SCHOOL,34.22561,-118.58312,LQG,66.606,No,No Violation,0,0
CAD982046120,LAUSD-LOYOLA VILLAGE ELEMENTARY SCHOOL,33.95819,-118.42074,LQG,45.869,No,No Violation,0,0
CAD982046146,LAUSD-MARIANNA AVE ELEMENTARY SCHOOL,34.0352,-118.17475,LQG,97.214,No,No Violation,0,0
CAD982046187,LAUSD-MAYALL STREET ELEMENTARY SCHOOL,34.25382,-118.49673,LQG,70.329,No,No Violation,0,0
CAD982046229,LAUSD-MELVIN AVENUE ELEMENTARY SCHOOL,34.20991,-118.56035,LQG,66.851,No,No Violation,0,0
CAD982052003,MARTIN LUTHER KING JR. OUTPATIENT CENTER,33.922134,-118.23915,LQG,98.79,No,No Violation,0,0
CAD982052326,"MOTORCARPARTS OF AMERICA, INC.",33.84181,-118.33731,LQG,60.902,No,No Violation,0,1
CAD982053050,STAMAR ENGINEERING,33.92937,-118.17147,LQG,93.887,No,No Violation,0,0
CAD982058778,CVS PHARMACY #9850,34.17908,-118.38393,LQG,56.789,No,No Violation,0,0
CAD982311862,"QUALITY CAR CARE PRODUCTS, INC.",34.13857,-117.94594,LQG,80.765,No,No Violation,0,0
CAD982320574,PHENOMENEX BLDG 4,33.84408,-118.32382,LQG,69.904,No,No Violation,0,0
CAD982320772,"GILEAD SCIENCES, INC.",34.0973,-117.81784,LQG,55.743,No,No Violation,0,0
CAD982324154,DUCOMMUN AEROSTRUCTURES,34.14321,-117.98786,LQG,68.651,No,No Violation,0,0
CAD982330193,NOBLE CLEANERS,34.04889,-118.43603,LQG,39.99,No,No Violation,0,0
CAD982337131,LONGO TOYOTA,34.071818,-118.024993,LQG,92.39,No,No Violation,0,0
CAD982347015,LOS ANGELES CITY COLLEGE,34.08751,-118.29173,LQG,77.287,No,No Violation,0,0
CAD982348427,ALBERTSONS #6335,34.14472,-118.6994,LQG,21.255,No,No Violation,0,0
CAD982352791,MCBRIDE SPEC EDUCATION,34.00026,-118.43092,LQG,46.943,No,No Violation,0,0
CAD982352940,LAUSD-VALLEY ALTERNATIVE,34.192365,-118.50112,LQG,61.963,No,No Violation,0,0
CAD982360992,BIOSENSE WEBSTER INC,34.10704,-117.93654,LQG,85.582,No,No Violation,0,0
CAD982395170,HUHTAMAKI INC.,34.01303,-118.18324,LQG,97.91,No,No Violation,0,0
CAD982400699,AMERICAN INTERNATIONAL INDUSTRIES,34.00382,-118.15,LQG,96.112,No,Noncompliance,0,12
CAD982409351,MONARCH LITHO INC.,33.99284,-118.12622,LQG,93.568,No,No Violation,0,0
CAD982412207,NATURAL HISTORY MUSEUM OF L.A. COUNTY,34.01816,-118.2901,LQG,95.363,No,No Violation,0,0
CAD982415846,ADVANCE PAPER BOX COMPANY,33.98422,-118.31344,LQG,98.192,No,No Violation,0,0
CAD982417107,TORRANCE MEMORIAL MEDICAL CENTER,33.81285,-118.34424,LQG,56.011,No,No Violation,0,0
CAD982429375,"ESOTERIX, INC. - ENDOCRINOLOGY",34.13782,-118.70784,LQG,23.167,No,Noncompliance,0,12
CAD982433401,MATTELL INC.,33.9236,-118.39094,LQG,69.374,No,No Violation,0,1
CAD982437089,"MOOG, INC.",33.84801,-118.30931,LQG,77.475,No,Noncompliance,0,12
CAD982440018,INTERTEK,33.79222,-118.15569,LQG,67.506,No,No Violation,0,0
CAD982441347,LONG BEACH CITATION SERVICE CENTER,33.818428,-118.1591,LQG,72.426,No,No Violation,0,0
CAD982462194,CENTRAL PARKING ENFORCEMENT REPAIR SHOP,34.059262,-118.216089,LQG,91.806,No,No Violation,0,0
CAD982463507,SOUTHERN CALIFORNIA EDISON GENRAL OFFICE 5,34.046291,-118.08183,LQG,94.586,No,No Violation,0,0
CAD982464141,FORMER EL MONTE ALLOYS INC,34.0525,-118.05999,LQG,95.035,No,No Violation,0,0
CAD982465320,NOVACAP,34.43201,-118.57424,LQG,42.738,No,No Violation,0,0
CAD982467011,THE BOEING CO. C-17,33.81894,-118.16233,LQG,74.364,No,No Violation,0,0
CAD982469025,"PHOTO SCIENCES,INC",33.810282,-118.329379,LQG,64.389,No,Noncompliance,0,3
CAD982471377,"COLOR SERVICE, INC.",34.055248,-118.148112,LQG,95.702,No,No Violation,0,0
CAD982473654,ALTA DENA CERTIFIED DAIRY,34.00787,-117.91734,LQG,91.757,No,No Violation,0,0
CAD982474702,3000 E IMPERIAL HIGHWAY,33.930502,-118.216435,LQG,98.361,No,No Violation,0,0
CAD982477051,"ACCUTECH PHOTO MACHINING, INC.",34.28911,-118.44511,LQG,89.556,No,No Violation,0,0
CAD982481079,"ICOAT COMPANY, LLC",33.94091,-118.07825,LQG,87.335,No,No Violation,0,0
CAD982482291,HAMBY CORPORATION,34.43368,-118.57161,LQG,42.339,No,No Violation,0,0
CAD982488157,BRUCE EICHER,34.02557,-118.34007,LQG,89.13,No,No Violation,0,0
CAD982489924,ECOLOGY AUTO PARTS INC,33.916774,-118.039038,"LQG, Transporter",78.636,No,No Violation,0,0
CAD982492852,CHEVRON 98744,34.09091,-118.37664,LQG,29.311,No,No Violation,0,0
CAD982496812,NORTH CENTRAL PROPERTY,33.91019,-118.25445,"LQG, Transporter",98.344,No,No Violation,0,0
CAD982499303,PHOTO CHEM ETCH CORP,34.21142,-118.35699,LQG,70.956,No,No Violation,0,0
CAD982505919,GRAPHIC DIES INC.,33.93538,-118.06938,LQG,86.525,No,No Violation,0,0
CAD982506115,PATINA V,34.01673,-117.96372,LQG,91.184,No,No Violation,0,0
CAD982507204,VALLEY REGION ELEMENTARY SCHOOL NO 13,34.21792,-118.4523,LQG,81.212,No,No Violation,0,0
CAD982515991,MGM TRANSFORMER COMPANY,34.00773,-118.15022,LQG,96.346,No,No Violation,0,0
